time,diff
0,0.7133062087496953
1,0.4329806168145682
2,0.2975973817398446
3,0.17730298505520276
4,0.17994074294671697
5,0.12461536187894075
6,0.13050922672732393
7,0.13246970054948815
8,0.12775357001851714
9,0.10539330974146573
10,0.1638326967506765
11,0.14818284731202858
12,0.11812844423803039
13,0.15496557624181106
14,0.15150787598173804
15,0.12179508350582721
16,0.10916887107406575
17,0.17552431599453397
18,0.16661225141747088
19,0.26536462394543986
20,0.45617926252850577
21,0.21995779005780772
22,0.14582747531740842
23,0.20644810598943134
24,0.20973019567206533
25,0.23361229233271988
26,0.17089169436112886
27,0.1583796249333952
28,0.2047857078795565
29,0.3074569457865399
30,0.18876374353054898
31,0.20395819436614224
32,0.14662883700347637
33,0.19006328984991114
34,0.2305299093489225
35,0.23022922053548753
36,0.15372962343570448
37,0.15706985124155168
38,0.19256073556276776
39,0.1511321812555033
40,0.13844918450014987
41,0.22709125904303099
42,0.18332049750601806
43,0.1240385600281249
44,0.10549808056833736
45,0.18038533464755982
46,0.2139550501879305
47,0.17891765522671232
48,0.19086479150648097
49,0.13968899293810536
50,0.15764829453573112
51,0.13307573444471962
52,0.13118038163418352
53,0.15498081090580396
54,0.19683694303786825
55,0.2109744365376304
56,0.22204922941866284
57,0.2241579900984712
58,0.13048190993415684
59,0.22478899432872282
60,0.16731742967555874
61,0.20773069483952397
62,0.160310516330483
63,0.2130076255011308
64,0.22561218106579514
65,0.26122754992735325
66,0.26881487460816034
67,0.2273772952666423
68,0.1548931522609345
69,0.17021997534019861
70,0.2272127178383304
71,0.2482049421681289
72,0.2041182809144338
73,0.19619988845026448
74,0.11685598467039601
75,0.161364415031821
76,0.17219822542668314
77,0.18000181469171653
78,0.1823293783539516
79,0.1859207193272646
80,0.23167954821329084
81,0.20555472983448006
82,0.1825265310500875
83,0.19790813144974842
84,0.3558420403966021
85,0.4469839297670529
86,0.29636242547061825
87,0.12161484487205439
88,0.17076028345411323
89,0.13781276378817536
90,0.18079778302817584
91,0.17632788785544548
92,0.23980107508659146
93,0.1928973179482142
94,0.16288415624982847
95,0.2439142524320474
96,0.167130635222015
97,0.2265329342584806
98,0.13706868072080633
99,0.1580331310518494
100,0.18006704650153837
101,0.18156799622708517
102,0.19246553172841613
103,0.17133480168083662
104,0.1631912350061561
105,0.1888102960141541
106,0.21874123682278576
107,0.21255214212405676
108,0.18263333164822
109,0.257647212300696
110,0.216900633412367
111,0.24466665530380793
112,0.19689953955955297
113,0.16284879219830886
114,0.1303796273279506
115,0.14977739020136369
116,0.17214898779075477
117,0.17917894338114482
118,0.2575031640876343
119,0.21740002166044087
120,0.1883814972721256
