time,difference
643.900000000,0.12696214253415725
644.200000000,0.1593422769247596
644.500000000,0.06393385074302856
644.800000000,0.2804818544861803
645.0,0.3581252330734795
645.100000000,0.0528752198929353
645.400000000,0.23092871522002523
645.600000000,0.07629339570275046
645.700000000,0.18386375954531425
645.900000000,0.06886189605383737
646.100000000,0.1858031056442285
647.900000000,0.2658385389633925
648.300000000,0.04728864750961987
648.500000000,0.06668087713954765
649.300000000,0.2068427281820913
649.500000000,0.10833426771454134
649.700000000,0.04638869111405583
649.800000000,0.24330610675873887
650.0,0.08170878024191525
650.700000000,0.17377033177639542
651.100000000,0.042460557089659214
651.200000000,0.16284083334508195
652.600000000,0.14995582446539144
652.900000000,0.20497049892359614
653.300000000,0.2700955135701582
653.500000000,0.33665505688024444
653.800000000,0.3550607484570327
654.0,0.19281736812564487
654.200000000,0.30625327613402803
654.700000000,0.3534275901779047
655.0,0.36753874298043687
655.200000000,0.26437777124510936
656.600000000,0.1525113532866193
656.700000000,0.19684231814602768
657.100000000,0.23824043500873732
657.500000000,0.04090218758298382
657.700000000,0.353193798399077
658.300000000,0.369041653675532
658.500000000,0.05641914136848787
658.800000000,0.06917793368916017
659.100000000,0.06319300834142388
659.700000000,0.11721560052076006
659.800000000,0.15178939603180308
660.100000000,0.10780058837459303
660.400000000,0.13362018452313965
660.500000000,0.2248416971851967
661.200000000,0.21739506935506556
661.800000000,0.2355188375051986
662.300000000,0.3327419394449792
662.500000000,0.21897232134646305
662.600000000,0.2767263735229377
663.400000000,0.24974068739318053
663.500000000,0.15079329121657992
663.700000000,0.2709613364062668
663.800000000,0.19765572877988238
664.100000000,0.27022680011005334
664.200000000,0.15077913062977352
664.400000000,0.25111631807599455
664.800000000,0.24704706458694473
665.100000000,0.29387950409758623
666.0,0.2183640992064203
666.300000000,0.2705119434632185
666.400000000,0.27647480841683164
666.900000000,0.25756710043346764
667.700000000,0.2072150585819222
668.300000000,0.1913620429531852
668.800000000,0.18929985076593064
669.400000000,0.10251033116354501
669.600000000,0.16169319299867202
669.900000000,0.18439125477673982
670.300000000,0.1936074679599939
670.800000000,0.25187815110608336
670.900000000,0.1756656400422788
671.200000000,0.1833047517187196
671.400000000,0.19473738414781822
671.600000000,0.13582264808169808
671.700000000,0.1741614438508289
672.0,0.20554287084187736
672.100000000,0.0905967055212545
672.300000000,0.2359276736445989
672.500000000,0.38765899178349117
672.700000000,0.16855626480635025
672.800000000,0.21137387533118865
673.0,0.1856484306996969
673.100000000,0.30326523262125593
673.300000000,0.36347989987720347
673.400000000,0.3363630656944941
673.600000000,0.2990163068714308
673.700000000,0.1655560176300726
673.800000000,0.19883804038886643
674.0,0.22173816376508937
674.200000000,0.2139196323421817
674.400000000,0.19757183504357964
674.600000000,0.20338220431554088
674.800000000,0.2598831180478439
675.0,0.25926548796544713
675.300000000,0.27947927019141466
675.400000000,0.17251263833192268
675.500000000,0.1549729062455123
675.800000000,0.17463736793704043
676.0,0.15998302892247832
676.300000000,0.05302727419840783
676.400000000,0.03764308198817672
677.0,0.010274043703444811
677.100000000,0.07809673088087994
677.200000000,0.16212818918500493
678.700000000,0.07594997075159586
679.100000000,0.14917327281504109
679.400000000,0.13025494239578694
680.0,0.09948951906204165
680.400000000,0.11751882068127754
680.800000000,0.1453148313611436
681.400000000,0.17769677239114037
681.800000000,0.019048814262955086
682.200000000,0.0724329624631207
682.300000000,0.1171336503101681
682.600000000,0.1417753683534738
683.500000000,0.20634790873276077
683.800000000,0.11617227177246803
683.900000000,0.05863843147029109
684.600000000,0.10767066105673599
685.300000000,0.19286913898131755
686.900000000,0.1903447080340342
687.200000000,0.22202904793601252
688.0,0.15026223866530233
688.300000000,0.16823635185645114
688.500000000,0.19989707510666704
689.100000000,0.18092688675641297
689.900000000,0.09631487559619754
690.200000000,0.17608646127934266
690.600000000,0.0791536487926731
691.100000000,0.1029624207674684
692.200000000,0.06605929592130803
692.800000000,0.17936777347165764
692.900000000,0.08642163774840006
693.300000000,0.14524591172089255
693.800000000,0.12709425829861207
694.0,0.10734860781847243
694.500000000,0.1552096874318505
694.800000000,0.08605377111694104
695.500000000,0.10817684792436798
696.0,0.167096067008507
696.400000000,0.1704156312581959
696.600000000,0.2310544912515685
697.100000000,0.18966729819061795
697.400000000,0.2105543895624709
697.700000000,0.07678751312451645
697.900000000,0.23843056000866275
698.200000000,0.13892098391569713
698.500000000,0.18121874104465371
698.900000000,0.19969490693424097
699.600000000,0.18520980036249513
700.300000000,0.1452307132343063
700.700000000,0.16077133300949617
701.100000000,0.1390241091490229
701.400000000,0.1578313934776772
702.200000000,0.15850715922997136
702.800000000,0.11593889765340092
703.100000000,0.14902897733326478
703.700000000,0.14984254889517706
704.400000000,0.09142180718333387
704.700000000,0.10351061441876774
705.0,0.13514749356056596
705.400000000,0.12409416858312462
705.700000000,0.15736738124441732
706.200000000,0.13001177204641773
706.500000000,0.2021300170654842
706.600000000,0.11269901445219523
706.900000000,0.13389746686083528
707.600000000,0.15343940947661255
708.0,0.1779606646835888
708.700000000,0.11088720270855768
709.0,0.14843782669586963
709.600000000,0.06867692595191728
709.800000000,0.14318173209275084
710.200000000,0.18887207459682173
710.700000000,0.10326343198944558
710.900000000,0.1424735338191335
711.300000000,0.18876623185154365
712.100000000,0.08076253520113556
712.400000000,0.13631390539124366
712.800000000,0.1199471573028075
712.900000000,0.1803093385582569
713.600000000,0.15237554606142964
714.0,0.18372096234168186
714.600000000,0.18842297844103778
714.900000000,0.1887027651425585
715.400000000,0.2245968926495837
716.0,0.2080405912439681
716.600000000,0.22461174064405293
717.100000000,0.17746564475618776
717.700000000,0.212566602013119
718.200000000,0.23094788090923302
718.600000000,0.19065994159055366
718.900000000,0.22224712424209625
719.200000000,0.20396635175171823
719.700000000,0.20786261727256455
720.100000000,0.2334971050339727
720.700000000,0.18826473533710436
720.800000000,0.17169918802167147
721.200000000,0.20586223277543428
721.500000000,0.2435026161074424
722.0,0.21164352884980173
722.600000000,0.14500304710964235
723.100000000,0.17764556629557013
723.900000000,0.10967949050404438
724.600000000,0.18339649484999193
724.900000000,0.08656664158541892
725.100000000,0.13587406398242272
725.600000000,0.12027255493478983
725.900000000,0.12441322239638354
726.400000000,0.10355242665190717
726.800000000,0.13471851270890858
727.100000000,0.10221273318234372
727.500000000,0.11917080194239682
728.100000000,0.11063737383698385
728.600000000,0.055794951070340416
729.0,0.04037169401820322
729.500000000,0.10250601235210391
730.200000000,0.088143202718735
730.400000000,0.08977915388115437
730.900000000,0.09746071242612207
731.200000000,0.049779295779524856
731.500000000,0.09675849773951604
731.800000000,0.12135652732809728
732.500000000,0.09254529491646389
732.900000000,0.09389994885147569
733.500000000,0.06922584588042799
733.700000000,0.1262220129115292
734.400000000,0.10218633790164824
734.700000000,0.12369212475659044
735.800000000,0.16940854761859056
736.100000000,0.11910106530447571
736.500000000,0.026064660830075633
736.900000000,0.1170552540486038
737.500000000,0.09504813324349218
738.300000000,0.10797651794749742
738.600000000,0.08392839214027785
738.900000000,0.12118451342151729
739.200000000,0.14487619811795316
739.500000000,0.14339333182513836
740.400000000,0.11364494088641605
740.900000000,0.17659656172350371
741.500000000,0.1811915098514461
741.600000000,0.26414433232179274
742.400000000,0.18460497620327065
742.800000000,0.20577840321964422
743.600000000,0.18894159664231705
743.800000000,0.22981165434658615
744.500000000,0.28978645615325044
744.600000000,0.23276866851714667
744.700000000,0.2679103211667138
745.100000000,0.2882436750912038
745.800000000,0.28608083244599936
746.200000000,0.22715511351429515
746.400000000,0.17091526927973205
746.700000000,0.14007927385320315
746.900000000,0.21248563777028842
747.100000000,0.20519041344192007
747.300000000,0.21598940770237982
747.600000000,0.21161224720247374
747.700000000,0.15904103798634883
747.900000000,0.2238335091494465
748.400000000,0.2794635742093535
748.500000000,0.20185694963216655
748.600000000,0.16360010751421122
748.800000000,0.1407709328846509
749.0,0.12755997443455147
749.200000000,0.13823685579068595
749.400000000,0.16805083863167855
749.500000000,0.23861694442976664
749.800000000,0.2502944710509138
750.0,0.30212100184222757
750.100000000,0.12548099529692597
750.200000000,0.30753962108788657
750.300000000,0.0935743135856491
750.500000000,0.35549461551538736
750.700000000,0.26989571869790396
750.800000000,0.1665627399094174
751.100000000,0.2886217853621244
751.400000000,0.24421909290594326
751.500000000,0.21796537841485045
751.800000000,0.30269724203285014
752.100000000,0.29013125383809857
752.300000000,0.37620426569235277
752.700000000,0.43604864604638816
752.800000000,0.44086707855142243
753.100000000,22.90698990628736
753.200000000,11.54498102853184
753.300000000,0.4387823418671156
753.400000000,1.7097691542712912
753.600000000,22.614960766098
753.700000000,17.57655752585107
753.800000000,5.536332379081021
754.0,7.021528154277232
754.200000000,7.401340713828732
754.500000000,14.646584628645321
754.600000000,7.13654614899751
754.700000000,19.978055151492097
754.800000000,1.160932667126751
754.900000000,21.38222346016705
755.100000000,16.566043557553897
755.200000000,21.028906640822854
755.300000000,22.42837209307878
755.400000000,21.994261287372392
755.500000000,5.337157697987043
755.600000000,21.697996816858307
755.800000000,17.81392715778722
756.0,6.378989196554053
756.200000000,6.405395038004004
756.300000000,6.31752962877506
756.400000000,17.26220302476594
756.700000000,26.9640528682282
756.800000000,19.467198591218967
756.900000000,23.914444509746478
757.0,7.35030840447625
757.100000000,22.8462848418291
757.200000000,22.23285687586564
757.300000000,5.717927169768589
757.400000000,11.774864548076707
757.500000000,11.577973041945578
757.600000000,5.585591187411871
757.700000000,22.53034400479221
757.800000000,10.01971478769265
758.100000000,0.39834940924913853
758.200000000,21.169084669613163
758.300000000,20.809704484485227
758.400000000,13.097795538560565
758.500000000,16.82260436074358
758.600000000,6.9418055748041345
758.700000000,14.954510265844254
758.800000000,20.027292100011753
758.900000000,18.44702585563853
759.0,9.382860097505064
759.100000000,23.26180216171189
759.200000000,20.64356660878165
759.300000000,9.114484821377811
759.400000000,0.37022935138007806
759.500000000,10.204081760530475
759.600000000,3.4107775352212695
759.800000000,10.45225593545031
759.900000000,3.9711138859918353
760.0,13.089955132923793
760.100000000,6.154925927933019
760.200000000,13.266488396077749
760.400000000,12.655707085449857
760.500000000,15.285642906621202
760.700000000,24.099802927130344
760.800000000,12.018932302933958
760.900000000,8.547739718752617
761.100000000,2.261339804201045
761.200000000,1.6064953927430798
761.300000000,23.93817346770944
761.400000000,8.38091336362711
761.500000000,22.416305887418748
761.600000000,9.07620329370719
761.700000000,7.200502361924209
761.800000000,11.331582722895932
761.900000000,23.203701501863655
762.0,14.026947973103228
762.100000000,22.733036597339115
762.200000000,19.155832560244043
762.400000000,13.203396998159072
762.500000000,5.5796841797589325
762.600000000,13.749585480279599
762.800000000,14.65301474688674
762.900000000,15.488886104870854
763.0,7.895795088264972
763.100000000,26.352087391056546
763.200000000,23.07972675642083
763.300000000,12.942553933195642
763.400000000,2.8976746173656087
763.600000000,21.27167275229447
763.800000000,20.908859370173197
764.0,12.400503896805368
764.100000000,11.625236371705132
764.200000000,10.233192205132974
764.400000000,5.136105784076439
764.600000000,16.817385659317655
764.900000000,16.949342889966534
765.0,0.6115497921530908
765.100000000,11.393094871242981
765.200000000,4.0098880617234665
765.300000000,5.198658647781408
765.400000000,11.647723290712193
765.500000000,11.053961735216944
765.600000000,23.08091642291553
765.700000000,15.389980403499818
765.800000000,4.586986720200321
765.900000000,11.688694979185769
766.0,13.521351872556394
766.200000000,10.4670933850309
766.300000000,18.330947966253643
766.400000000,14.980022616655324
766.500000000,23.391570451157722
766.600000000,22.43776590821816
766.700000000,21.921803164149367
766.800000000,6.927940871092867
766.900000000,21.640559385916905
767.0,27.04251382008345
767.100000000,9.347580187971563
767.200000000,9.804044112297055
767.400000000,17.84409387633953
767.600000000,16.361751394149184
767.900000000,10.200913355054253
768.0,8.309146133678787
768.100000000,24.27289170112606
768.200000000,1.5456843858171143
768.300000000,11.992798085555142
768.400000000,29.267382171216394
768.500000000,25.31917636170832
768.600000000,25.267115065357657
768.700000000,21.48718401779571
769.0,3.3524253443197387
769.100000000,9.791657380554616
769.200000000,9.817680035981263
769.300000000,24.183914242382457
769.400000000,14.25246490975972
769.500000000,19.225111626942276
769.600000000,15.304552956110472
769.700000000,17.18606621778764
769.800000000,26.53762849067302
769.900000000,23.150761299295027
770.200000000,14.014251795600426
770.300000000,11.312468247827955
770.400000000,10.324967716964112
770.500000000,16.962906300128402
770.600000000,5.521142934692503
770.700000000,24.619735812485462
770.800000000,16.475959368435177
770.900000000,23.459465102842817
771.0,4.738211407225882
771.100000000,30.602285095047666
771.300000000,21.773909923386928
771.400000000,3.3314548299073614
771.600000000,20.234812947810283
771.700000000,5.970302093583366
771.800000000,12.568001039355174
771.900000000,8.150320597262589
772.0,5.59725749907569
772.100000000,18.63922469191019
772.200000000,17.798364485881304
772.300000000,9.06497328504637
772.400000000,26.691333264612698
772.700000000,17.293160058761476
772.800000000,23.798020480368738
772.900000000,12.955149451924076
773.0,28.235091496701052
773.100000000,23.193130428854268
773.200000000,21.699135109630966
773.300000000,16.031638104876244
773.400000000,12.43575802548175
773.500000000,12.90762014800125
773.600000000,18.44547608068155
773.700000000,7.250285724593627
773.800000000,18.009197108080247
774.0,18.451701608398437
774.100000000,26.75671022198423
774.200000000,8.866102114203628
774.300000000,14.03108331772461
774.500000000,26.733136151372825
774.600000000,11.490423807979017
774.700000000,25.26682361172892
774.800000000,9.67552523599631
774.900000000,1.8808451342225798
775.0,22.259918140670145
775.100000000,20.046121328989386
775.200000000,16.652668357874035
775.300000000,16.730036344686006
775.400000000,6.538649252190243
775.500000000,22.329121693192842
775.700000000,22.34917383510953
775.900000000,13.253084901148515
776.0,24.114417451014802
776.100000000,6.461369886634757
776.200000000,22.662271349660163
776.300000000,3.10808755944869
776.500000000,2.353016775742831
776.600000000,2.4688562976555506
776.700000000,4.90616604878938
776.800000000,2.462334134902972
776.900000000,2.5035539955264303
777.100000000,17.853554650685876
777.200000000,22.038351489517222
777.400000000,17.822644299132726
777.500000000,22.02622948570375
777.600000000,16.945815405619083
777.700000000,21.89789978589812
777.800000000,14.876232830292828
777.900000000,22.13566301365112
778.0,14.937377470886545
778.100000000,22.09505407994571
778.200000000,10.481949687906717
778.300000000,6.007684406241285
778.400000000,18.646841574163364
778.600000000,14.96579811822347
778.800000000,6.004442154627543
778.900000000,6.027347405985769
779.0,2.937069622680351
779.400000000,2.8747483708982293
779.600000000,2.8362136871239203
779.700000000,2.902254337021454
779.900000000,14.492115238423288
780.0,14.500785602993336
780.100000000,2.900433823204447
780.300000000,10.715597294624404
780.600000000,22.524852503190665
780.700000000,21.519323452297453
780.800000000,21.500748025442746
780.900000000,22.359156746294754
781.100000000,22.322542992962784
781.300000000,22.34106701505996
781.400000000,22.387158434103707
781.500000000,22.237398282831734
781.600000000,22.324397973673985
781.700000000,22.244961011232174
782.0,22.27424831153089
782.200000000,3.654287726859635
782.300000000,22.345555587437747
782.400000000,22.27237609558214
782.500000000,22.389988884779306
782.600000000,18.00206609089471
782.700000000,15.613374286857779
782.800000000,22.32078790349836
782.900000000,22.383833432760063
783.100000000,22.342839989572546
783.300000000,22.17877925040629
783.400000000,22.298338189408415
783.500000000,22.3461095033402
784.0,22.389616687431502
784.200000000,22.34749636787604
784.500000000,22.256975373766537
784.600000000,22.07744494285361
784.800000000,22.00512770618489
785.100000000,21.95819336391472
785.200000000,5.478600398602854
785.400000000,21.772338382999497
785.500000000,21.8095235089796
785.700000000,5.375905083901455
785.800000000,0.5275764349434973
786.0,0.5140768918882778
786.100000000,5.315279919368858
786.200000000,0.5192630836519405
786.500000000,0.6479958240839665
786.600000000,0.5068767260063255
786.800000000,0.7110813801074479
787.100000000,0.5932818055981173
787.300000000,0.5066250658736681
787.400000000,0.4640415142354794
787.600000000,0.8178381904207641
787.800000000,0.7748433718825354
787.900000000,0.5204596522663065
788.0,0.7781126081821054
788.100000000,0.6759208225848441
788.300000000,0.5347543099611717
788.400000000,0.7029913194905146
788.600000000,0.4578212551525592
788.800000000,0.5708470518176583
788.900000000,0.26249766958218584
789.100000000,0.4351407540995501
789.200000000,0.5320032468939973
789.800000000,0.5912081116022536
