time,odom,est
<built-in function time>,0.0,-0.11056118344600473
<built-in function time>,0.0,0.029780179229691353
<built-in function time>,0.0,0.05204581609917108
<built-in function time>,0.0,0.029780179229691353
<built-in function time>,0.0,0.029780179229691353
<built-in function time>,0.0,0.05204581609917108
<built-in function time>,0.0,0.05204581609917108
<built-in function time>,0.0,-0.020541136270122964
<built-in function time>,0.0,0.05204581609917108
<built-in function time>,0.0,0.05204581609917108
<built-in function time>,0.0,0.05204581609917108
<built-in function time>,0.0,0.05204581609917108
<built-in function time>,0.0,-0.004011014264358318
<built-in function time>,0.0,0.05204581609917108
<built-in function time>,0.0,-0.004011014264358318
<built-in function time>,0.0,0.05204581609917108
<built-in function time>,0.0,-0.004011014264358318
<built-in function time>,0.0,-0.004011014264358318
<built-in function time>,0.0,0.029780179229691353
<built-in function time>,0.0,0.029780179229691353
<built-in function time>,0.0,0.029780179229691353
<built-in function time>,0.0,0.05204581609917108
<built-in function time>,0.0,-0.004011014264358318
<built-in function time>,0.0,0.029780179229691353
<built-in function time>,0.0,0.05204581609917108
<built-in function time>,0.0,-0.004011014264358318
<built-in function time>,0.0,0.05204581609917108
<built-in function time>,0.0,0.05204581609917108
<built-in function time>,0.0,0.05204581609917108
<built-in function time>,0.0,0.05204581609917108
<built-in function time>,0.0,0.05204581609917108
<built-in function time>,0.0,-0.004011014264358318
<built-in function time>,0.0,0.05204581609917108
<built-in function time>,0.0,-0.004011014264358318
<built-in function time>,0.0,0.05204581609917108
<built-in function time>,0.0,-0.004011014264358318
<built-in function time>,0.0,0.029780179229691353
<built-in function time>,0.0,-0.004011014264358318
<built-in function time>,0.0,0.05204581609917108
<built-in function time>,0.0,0.05204581609917108
<built-in function time>,0.0,0.05204581609917108
<built-in function time>,0.0,-0.004011014264358318
<built-in function time>,0.0,-0.004011014264358318
<built-in function time>,0.0,0.05204581609917108
<built-in function time>,0.0,-0.004011014264358318
<built-in function time>,0.0,0.05204581609917108
<built-in function time>,0.0,-0.004011014264358318
<built-in function time>,0.0,-0.004011014264358318
<built-in function time>,0.0,-0.004011014264358318
<built-in function time>,0.0,-0.004011014264358318
<built-in function time>,0.0,-0.004011014264358318
<built-in function time>,0.0,-0.004011014264358318
<built-in function time>,0.0,-0.004011014264358318
<built-in function time>,0.0,-0.004011014264358318
<built-in function time>,0.0,-0.004011014264358318
<built-in function time>,0.0,-0.004011014264358318
<built-in function time>,0.0,0.05204581609917108
<built-in function time>,0.0,-0.004011014264358318
<built-in function time>,0.0,-0.004011014264358318
<built-in function time>,0.0,-0.004011014264358318
<built-in function time>,0.0,-0.004011014264358318
<built-in function time>,0.0,-0.004011014264358318
<built-in function time>,0.0,-0.004011014264358318
<built-in function time>,0.0,-0.004011014264358318
<built-in function time>,0.0,-0.004011014264358318
<built-in function time>,0.0,-0.004011014264358318
<built-in function time>,0.0,-0.004011014264358318
<built-in function time>,0.0,-0.004011014264358318
<built-in function time>,0.0,-0.004011014264358318
<built-in function time>,0.0,-0.004011014264358318
<built-in function time>,0.0,-0.004011014264358318
<built-in function time>,0.0,-0.004011014264358318
<built-in function time>,0.0,-0.004011014264358318
<built-in function time>,0.0,-0.004011014264358318
<built-in function time>,0.0,-0.004011014264358318
<built-in function time>,0.0,-0.004011014264358318
<built-in function time>,0.0,-0.004011014264358318
<built-in function time>,0.0,-0.004011014264358318
<built-in function time>,0.0,-0.004011014264358318
<built-in function time>,0.0,-0.004011014264358318
<built-in function time>,0.0,-0.004011014264358318
<built-in function time>,0.0,-0.004011014264358318
<built-in function time>,0.0,-0.004011014264358318
<built-in function time>,0.0,-0.004011014264358318
<built-in function time>,0.0,-0.004011014264358318
<built-in function time>,0.0,-0.004011014264358318
<built-in function time>,0.0,-0.004011014264358318
<built-in function time>,0.0,-0.004011014264358318
<built-in function time>,0.0,-0.004011014264358318
<built-in function time>,0.0,-0.004011014264358318
<built-in function time>,0.00746015191078186,-0.004011014264358318
<built-in function time>,0.00746015191078186,0.003449137646423544
<built-in function time>,0.00746015191078186,0.003449137646423544
<built-in function time>,-0.014273438602685934,0.003449137646423544
<built-in function time>,-0.03600702911615372,-0.018284452867044252
<built-in function time>,-0.05468739181756973,-0.04001804338051204
<built-in function time>,-0.05468739181756973,-0.05869840608192805
<built-in function time>,-0.05468739181756973,-0.05869840608192805
<built-in function time>,-0.05468739181756973,-0.05869840608192805
<built-in function time>,-0.05468739181756973,-0.05869840608192805
<built-in function time>,-0.05468739181756973,-0.05869840608192805
<built-in function time>,-0.05468739181756973,-0.05869840608192805
<built-in function time>,-0.05468739181756973,-0.05869840608192805
<built-in function time>,-0.05468739181756973,-0.05869840608192805
<built-in function time>,-0.05468739181756973,-0.05869840608192805
<built-in function time>,-0.05468739181756973,-0.05869840608192805
<built-in function time>,-0.05468739181756973,-0.05869840608192805
<built-in function time>,-0.05468739181756973,-0.05869840608192805
<built-in function time>,-0.05468739181756973,-0.05869840608192805
<built-in function time>,-0.05468739181756973,-0.05869840608192805
<built-in function time>,-0.05468739181756973,-0.05869840608192805
<built-in function time>,-0.05468739181756973,-0.05869840608192805
<built-in function time>,-0.05468739181756973,-0.05869840608192805
<built-in function time>,-0.05468739181756973,-0.05869840608192805
