time,odom,est
<built-in function time>,0.0,0.10494263969150518
<built-in function time>,0.0,-0.06331679437324035
<built-in function time>,0.0,-0.0178711776326388
<built-in function time>,0.0,-0.0178711776326388
<built-in function time>,0.0,0.030602813247891953
<built-in function time>,0.0,-0.0178711776326388
<built-in function time>,0.0,0.030602813247891953
<built-in function time>,0.0,-0.0178711776326388
<built-in function time>,0.0,-0.0178711776326388
<built-in function time>,0.0,0.030602813247891953
<built-in function time>,0.0,-0.0178711776326388
<built-in function time>,0.0,-0.0178711776326388
<built-in function time>,0.0,-0.0178711776326388
<built-in function time>,0.0,-0.0178711776326388
<built-in function time>,0.0,-0.0178711776326388
<built-in function time>,0.0,-0.0178711776326388
<built-in function time>,0.0,-0.0178711776326388
<built-in function time>,0.0,-0.0178711776326388
<built-in function time>,0.0,-0.0178711776326388
<built-in function time>,0.0,-0.0178711776326388
<built-in function time>,0.0,-0.0178711776326388
<built-in function time>,0.0,-0.0178711776326388
<built-in function time>,0.0,-0.0178711776326388
<built-in function time>,0.0,-0.0178711776326388
<built-in function time>,0.0,-0.0178711776326388
<built-in function time>,0.0,-0.0178711776326388
<built-in function time>,0.0,0.030602813247891953
<built-in function time>,0.0,0.030602813247891953
<built-in function time>,0.0,-0.0178711776326388
<built-in function time>,0.0,-0.0178711776326388
<built-in function time>,0.0,0.030602813247891953
<built-in function time>,0.0,-0.0178711776326388
<built-in function time>,0.0,0.030602813247891953
<built-in function time>,0.0,-0.0178711776326388
<built-in function time>,0.0,-0.0178711776326388
<built-in function time>,0.0,0.030602813247891953
<built-in function time>,0.0,-0.0178711776326388
<built-in function time>,0.0,0.030602813247891953
<built-in function time>,0.0,0.030602813247891953
<built-in function time>,0.0,0.030602813247891953
<built-in function time>,0.0,-0.0178711776326388
<built-in function time>,0.0,-0.0178711776326388
<built-in function time>,0.0,0.030602813247891953
<built-in function time>,0.0,-0.0178711776326388
<built-in function time>,0.0,-0.0178711776326388
<built-in function time>,0.0,-0.0178711776326388
<built-in function time>,0.0,0.030602813247891953
<built-in function time>,0.0,0.030602813247891953
<built-in function time>,0.0,0.030602813247891953
<built-in function time>,0.0,0.030602813247891953
<built-in function time>,0.0,0.030602813247891953
<built-in function time>,0.0,0.030602813247891953
<built-in function time>,0.0,-0.0178711776326388
<built-in function time>,0.0,-0.0178711776326388
<built-in function time>,0.0,0.030602813247891953
<built-in function time>,-0.0044344174861907955,0.030602813247891953
<built-in function time>,-0.026001648604869844,-0.022305595118829593
<built-in function time>,-0.0473746620118618,0.004601164643022111
<built-in function time>,-0.06603392049670223,-0.01677184876396985
<built-in function time>,-0.0814522536098957,-0.03543110724881027
<built-in function time>,-0.09053187623620035,-0.09932343124253452
<built-in function time>,-0.09583512559533121,-0.10840305386883914
<built-in function time>,-0.09583512559533121,-0.11370630322797001
<built-in function time>,-0.09583512559533121,-0.06523231234743927
<built-in function time>,-0.09583512559533121,-0.06523231234743927
<built-in function time>,-0.09583512559533121,-0.06523231234743927
<built-in function time>,-0.09583512559533121,-0.06523231234743927
<built-in function time>,-0.09583512559533121,-0.06523231234743927
<built-in function time>,-0.09583512559533121,-0.06523231234743927
<built-in function time>,-0.09583512559533121,-0.06523231234743927
<built-in function time>,-0.09583512559533121,-0.06523231234743927
<built-in function time>,-0.09583512559533121,-0.11370630322797001
<built-in function time>,-0.09583512559533121,-0.06523231234743927
<built-in function time>,-0.09583512559533121,-0.06523231234743927
<built-in function time>,-0.09583512559533121,-0.06523231234743927
<built-in function time>,-0.09583512559533121,-0.06523231234743927
<built-in function time>,-0.09583512559533121,-0.06523231234743927
<built-in function time>,-0.09583512559533121,-0.06523231234743927
<built-in function time>,-0.09583512559533121,-0.06523231234743927
<built-in function time>,-0.09583512559533121,-0.11370630322797001
<built-in function time>,-0.09583512559533121,-0.06523231234743927
<built-in function time>,-0.09583512559533121,-0.06523231234743927
<built-in function time>,-0.09583512559533121,-0.11370630322797001
<built-in function time>,-0.09583512559533121,-0.11370630322797001
<built-in function time>,-0.09583512559533121,-0.11370630322797001
<built-in function time>,-0.09583512559533121,-0.06523231234743927
<built-in function time>,-0.09583512559533121,-0.11370630322797001
<built-in function time>,-0.09583512559533121,-0.11370630322797001
<built-in function time>,-0.09583512559533121,-0.06523231234743927
<built-in function time>,-0.09583512559533121,-0.11370630322797001
<built-in function time>,-0.09583512559533121,-0.06523231234743927
<built-in function time>,-0.09583512559533121,-0.11370630322797001
<built-in function time>,-0.09583512559533121,-0.06523231234743927
<built-in function time>,-0.09583512559533121,-0.06523231234743927
<built-in function time>,-0.09583512559533121,-0.06523231234743927
<built-in function time>,-0.09583512559533121,-0.11370630322797001
<built-in function time>,-0.09583512559533121,-0.11370630322797001
<built-in function time>,-0.09583512559533121,-0.11370630322797001
<built-in function time>,-0.09583512559533121,-0.11370630322797001
<built-in function time>,-0.09583512559533121,-0.06523231234743927
<built-in function time>,-0.09583512559533121,-0.11370630322797001
<built-in function time>,-0.09583512559533121,-0.11370630322797001
<built-in function time>,-0.09583512559533121,-0.11370630322797001
<built-in function time>,-0.09583512559533121,-0.11370630322797001
<built-in function time>,-0.09583512559533121,-0.11370630322797001
<built-in function time>,-0.09583512559533121,-0.11370630322797001
<built-in function time>,-0.09583512559533121,-0.06523231234743927
<built-in function time>,-0.09583512559533121,-0.06523231234743927
<built-in function time>,-0.09583512559533121,-0.06523231234743927
<built-in function time>,-0.09583512559533121,-0.11370630322797001
<built-in function time>,-0.09583512559533121,-0.11370630322797001
<built-in function time>,-0.09583512559533121,-0.11370630322797001
<built-in function time>,-0.09583512559533121,-0.11370630322797001
<built-in function time>,-0.09583512559533121,-0.11370630322797001
<built-in function time>,-0.09583512559533121,-0.06523231234743927
<built-in function time>,-0.09583512559533121,-0.11370630322797001
<built-in function time>,-0.09583512559533121,-0.11370630322797001
<built-in function time>,-0.09583512559533121,-0.06523231234743927
<built-in function time>,-0.09583512559533121,-0.11370630322797001
<built-in function time>,-0.09583512559533121,-0.11370630322797001
<built-in function time>,-0.09583512559533121,-0.11370630322797001
<built-in function time>,-0.09583512559533121,-0.06523231234743927
<built-in function time>,-0.09583512559533121,-0.11370630322797001
<built-in function time>,-0.09583512559533121,-0.11370630322797001
<built-in function time>,-0.09583512559533121,-0.11370630322797001
<built-in function time>,-0.09583512559533121,-0.11370630322797001
<built-in function time>,-0.09583512559533121,-0.11370630322797001
<built-in function time>,-0.09583512559533121,-0.06523231234743927
<built-in function time>,-0.09583512559533121,-0.11370630322797001
<built-in function time>,-0.09583512559533121,-0.11370630322797001
<built-in function time>,-0.09583512559533121,-0.11370630322797001
<built-in function time>,-0.09583512559533121,-0.11370630322797001
<built-in function time>,-0.09583512559533121,-0.11370630322797001
<built-in function time>,-0.09583512559533121,-0.11370630322797001
<built-in function time>,-0.09583512559533121,-0.11370630322797001
<built-in function time>,-0.09583512559533121,-0.06523231234743927
<built-in function time>,-0.09583512559533121,-0.06523231234743927
<built-in function time>,-0.09583512559533121,-0.06523231234743927
<built-in function time>,-0.09583512559533121,-0.06523231234743927
<built-in function time>,-0.09583512559533121,-0.06523231234743927
<built-in function time>,-0.09583512559533121,-0.06523231234743927
<built-in function time>,-0.09583512559533121,-0.06523231234743927
<built-in function time>,-0.09583512559533121,-0.06523231234743927
<built-in function time>,-0.09583512559533121,-0.06523231234743927
<built-in function time>,-0.09583512559533121,-0.06523231234743927
<built-in function time>,-0.09583512559533121,-0.06523231234743927
<built-in function time>,-0.09583512559533121,-0.06523231234743927
<built-in function time>,-0.09583512559533121,-0.06523231234743927
<built-in function time>,-0.09583512559533121,-0.11370630322797001
<built-in function time>,-0.09583512559533121,-0.06523231234743927
<built-in function time>,-0.09583512559533121,-0.06523231234743927
<built-in function time>,-0.09583512559533121,-0.06523231234743927
<built-in function time>,-0.09583512559533121,-0.06523231234743927
<built-in function time>,-0.09583512559533121,-0.06523231234743927
<built-in function time>,-0.09583512559533121,-0.06523231234743927
<built-in function time>,-0.09583512559533121,-0.06523231234743927
<built-in function time>,-0.09583512559533121,-0.06523231234743927
<built-in function time>,-0.09583512559533121,-0.06523231234743927
<built-in function time>,-0.09583512559533121,-0.06523231234743927
<built-in function time>,-0.09583512559533121,-0.06523231234743927
<built-in function time>,-0.09583512559533121,-0.06523231234743927
<built-in function time>,-0.09583512559533121,-0.06523231234743927
<built-in function time>,-0.09583512559533121,-0.06523231234743927
<built-in function time>,-0.09583512559533121,-0.06523231234743927
<built-in function time>,-0.09583512559533121,-0.06523231234743927
<built-in function time>,-0.09583512559533121,-0.06523231234743927
<built-in function time>,-0.09583512559533121,-0.06523231234743927
<built-in function time>,-0.09583512559533121,-0.06523231234743927
<built-in function time>,-0.09583512559533121,-0.06523231234743927
<built-in function time>,-0.09583512559533121,-0.06523231234743927
<built-in function time>,-0.09583512559533121,-0.06523231234743927
<built-in function time>,-0.09583512559533121,-0.06523231234743927
<built-in function time>,-0.09583512559533121,-0.06523231234743927
<built-in function time>,-0.09583512559533121,-0.06523231234743927
<built-in function time>,-0.09583512559533121,-0.06523231234743927
<built-in function time>,-0.09583512559533121,-0.06523231234743927
<built-in function time>,-0.09583512559533121,-0.06523231234743927
<built-in function time>,-0.09583512559533121,-0.06523231234743927
<built-in function time>,-0.09583512559533121,-0.06523231234743927
<built-in function time>,-0.09583512559533121,-0.06523231234743927
<built-in function time>,-0.09583512559533121,-0.06523231234743927
<built-in function time>,-0.09583512559533121,-0.06523231234743927
<built-in function time>,-0.09583512559533121,-0.06523231234743927
<built-in function time>,-0.09583512559533121,-0.06523231234743927
