time,diff
0,0.6414298742767265
1,0.35265383088146796
2,0.28439096750199155
3,0.2425944387077991
4,0.302034086882411
5,0.20789667637961742
6,0.2011126651392165
7,0.21991768554345184
8,0.20639193073786954
9,0.21151379761313802
10,0.2342803112904177
11,0.17147966100441653
12,0.18029422622911315
13,0.18508675412438844
14,0.13059639841102105
15,0.17473211780643055
16,0.15358814452716765
17,0.15044282932489175
18,0.14091972453917193
19,0.15701762086760795
20,0.19459591845335167
21,0.12479091313317506
22,0.1367376620479281
23,0.15324785968148996
24,0.13865399703336406
25,0.138631807929823
26,0.1846940316083071
27,0.1518620889242553
28,0.12996742831879937
29,0.1359619612941273
30,0.13146972145222136
31,0.15300738771960587
32,0.1429164286933096
33,0.10491697543923455
34,0.1583596349751816
35,0.14830765813867822
36,0.1532778459239154
37,0.13254079367934266
38,0.17403950582249747
39,0.16752815860928527
40,0.142737361202046
41,0.1505971640248911
42,0.20738110113809144
43,0.1699926908581274
44,0.15336108699888484
45,0.1423415848192461
46,0.15876217514057725
47,0.14347078355203752
48,0.1652665523578255
49,0.1535224042067842
50,0.1881709963820972
51,0.23480449788100985
52,0.15137153118015495
53,0.17175502077876856
54,0.14945555413637476
55,0.1474380150539268
56,0.1491012350621656
57,0.1472600531608274
58,0.19622672872525637
59,0.1711230960978004
60,0.14933160709717264
61,0.15629805334198033
62,0.16429478072674739
63,0.16984402607566143
64,0.1782310561518431
65,0.127497709236995
66,0.14992864054926275
67,0.13694192119519152
68,0.14362023519149728
69,0.1366929044173241
70,0.15266778930508962
71,0.16230293087064512
72,0.15424514042207335
73,0.14377849886114688
74,0.18527826736276845
75,0.18183882885206862
76,0.13399668819459606
77,0.13420915979657788
78,0.17150543668356616
79,0.16445231159467427
80,0.2053552067257674
81,0.19390377183198465
82,0.16647010790810254
83,0.18001616916637922
84,0.15991172885338265
85,0.14406112516163683
86,0.14870166461415454
87,0.17800778847728235
88,0.18492980485173455
89,0.21481050693493275
90,0.17130089670078066
91,0.16701835573785498
92,0.21164166684136515
93,0.17340312561589422
94,0.1831854176696529
95,0.2130972833469992
96,0.21593997331282924
97,0.1824834652013762
98,0.22475621000488324
99,0.178422683307777
100,0.1932560541663666
101,0.18874643338592811
102,0.21159849931811764
103,0.20619134734250968
104,0.22717762430817273
105,0.22559810965382654
106,0.22696284124990693
107,0.19947464612541352
108,0.22814612501642031
109,0.19398507569069431
110,0.20085932600586182
111,0.18401927826869233
112,0.21798454748431711
113,0.20845456436154558
114,0.20600539972679313
115,0.20298620105903875
116,0.2215851530594685
117,0.1859494322028441
118,0.17656029201533832
119,0.17380456584615747
120,0.17202263807623258
