time,odom,est
<built-in function time>,0.0,-0.050701669272962865
<built-in function time>,0.0,-0.026590377009860555
<built-in function time>,0.0,0.013958276859376553
<built-in function time>,0.0,0.022515571684091615
<built-in function time>,0.0,0.03181247259803858
<built-in function time>,0.0,0.04564903152088903
<built-in function time>,0.0,0.04479832478353481
<built-in function time>,0.0,0.04398843822183383
<built-in function time>,0.0,0.042935802923334696
<built-in function time>,0.0,0.04267264409870991
<built-in function time>,0.0,0.04267264409870991
<built-in function time>,0.0,0.04267264409870991
<built-in function time>,0.0,0.04267264409870991
<built-in function time>,0.0,0.04267264409870991
<built-in function time>,0.0,0.04267264409870991
<built-in function time>,0.0,0.04267264409870991
<built-in function time>,0.0,0.04267264409870991
<built-in function time>,0.0,0.04267264409870991
<built-in function time>,-0.0044344174861907955,0.04267264409870991
<built-in function time>,-0.0044344174861907955,0.03823822661251894
<built-in function time>,-0.046967087239027025,0.016670995493839894
<built-in function time>,-0.046967087239027025,-0.004294443140317239
<built-in function time>,-0.0649457533657551,-0.004294443140317239
<built-in function time>,-0.0649457533657551,-0.02227310926704537
<built-in function time>,-0.07966443195939067,-0.02227310926704537
<built-in function time>,-0.07966443195939067,-0.03699178786068094
<built-in function time>,-0.09154701009392738,-0.03699178786068094
<built-in function time>,-0.09154701009392738,-0.04887436599521773
<built-in function time>,-0.09154701009392738,-0.04887436599521773
<built-in function time>,-0.09154701009392738,-0.04887436599521773
<built-in function time>,-0.09154701009392738,-0.04887436599521773
<built-in function time>,-0.09154701009392738,-0.04887436599521773
<built-in function time>,-0.09154701009392738,-0.04887436599521773
<built-in function time>,-0.09139904156327253,-0.04872639746456282
<built-in function time>,-0.09139904156327253,-0.04872639746456282
<built-in function time>,-0.09139904156327253,-0.04872639746456282
<built-in function time>,-0.09139904156327253,-0.04872639746456282
<built-in function time>,-0.09139904156327253,-0.04872639746456282
<built-in function time>,-0.09139904156327253,-0.04872639746456282
<built-in function time>,-0.09139904156327253,-0.04872639746456282
