time,odom-x,odom-y,est-x,est-y
14.100000000,0.0,0.0,-1.1185098911676619,-0.09496041389281729
14.200000000,0.0,0.0,-0.8746462822262426,-0.14426492209527808
14.300000000,0.0,0.0,-0.6537718840955744,-0.22433658039749105
14.400000000,0.0,0.0,-0.5053173253332801,-0.2692927917028616
14.600000000,0.1,0.0,-0.27954197121374946,-0.31307393448759946
15.200000000,0.2,0.0,-0.08927779748877285,-0.2959274029091983
15.800000000,0.2,0.0,-0.010072272420430295,-0.26856488278861157
16.100000000,0.2,0.0,0.1093130683781034,-0.17964253169449762
16.600000000,0.2,0.0,0.21146662440925468,-0.12992976383647026
17.300000000,0.2,0.0,0.27987506108972227,-0.08436969669063288
17.800000000,0.2,0.0,0.33890627137902385,-0.02270629347193598
18.200000000,0.2,0.0,0.4340531745239389,0.03578747560735884
18.400000000,0.2,0.0,0.33542049643743965,-0.008500302819781425
19.400000000,0.2,0.0,0.40933303460280257,0.022276683188341195
20.600000000,0.2,0.0,0.3179915448202806,-0.01979102021810597
20.800000000,0.2,0.0,0.4269266794222517,0.05482360597523872
21.500000000,0.2,0.0,0.344140834951979,0.001087667460538455
24.600000000,0.2,0.0,0.27660492025074745,-0.04600465014493871
25.0,0.2,0.0,0.3725788235981895,0.01914802254056447
25.900000000,0.2,0.0,0.4507466192374139,0.054194221121404595
26.200000000,0.2,0.0,0.3668014504329129,0.023439978363212433
27.700000000,0.2,0.0,0.43250449333722685,0.06244642484752738
28.300000000,0.2,0.0,0.49723576151509263,0.10016595798796679
28.800000000,0.2,0.0,0.4262114448058689,0.06200473328045497
29.200000000,0.2,0.0,0.49306022968587015,0.10818795789641733
29.700000000,0.2,0.0,0.4208876033665767,0.011822017836680132
30.300000000,0.2,0.0,0.534541483319142,0.12928507429426794
30.500000000,0.2,0.0,0.47710636388670125,0.06397960254445145
32.300000000,0.2,0.0,0.5388500358199195,0.11716700275229464
32.900000000,0.2,0.0,0.4584157444253769,0.07558498472325148
34.700000000,0.2,0.0,0.36731084740209496,0.044556474263762524
35.0,0.39997656225758094,-0.0021649478414150452,0.5015962679983019,0.037912916575836064
35.100000000,0.49988282227446,-0.00649382869444798,0.594101205659431,0.01423092091488165
35.200000000,0.5996947044577732,-0.012624748284885152,0.6622906545175837,-0.027383636409679113
35.300000000,0.6994052035192873,-0.020228456387108153,0.7618051328351321,-0.056565342270536334
35.400000000,0.799018138730058,-0.0290184017051856,0.8811077113475569,-0.08717369152212484
35.600000000,0.9982440091515995,-0.0465982923413405,1.0036294626094566,-0.12361325039302429
35.800000000,1.0978569443623702,-0.055388237659417944,1.1175426726294866,-0.14943790213987818
39.900000000,1.0978569443623702,-0.055388237659417944,1.022481338012426,-0.1744409751292526
40.700000000,1.0978569443623702,-0.055388237659417944,1.0936844983229648,-0.20694937588932127
41.100000000,1.0978569443623702,-0.055388237659417944,1.0441878027637337,-0.1507942236081128
42.200000000,1.0978569443623702,-0.055388237659417944,1.1096284287748972,-0.07239384102541635
42.900000000,1.0978569443623702,-0.055388237659417944,1.0888074612444427,-0.15385016322064438
